sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	library_layout	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	population_color	population	geometry	root_rtt_dist	population_rtt_dist
GCA_009670355.1_ASM967035v1_genomic	42055	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722882	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Frontopsylla elatoides	Siphonaptera	?	2.0469999999999997	235.0	134.0	58.0	2.31034	0.0	0.0	258.0	235.0	23.0	0.08914730000000001	7.041e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4505999999999996e-05	1.2289800000000002e-05
GCA_009670325.1_ASM967032v1_genomic	42054	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722881	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum	Siphonaptera	?	1.9880000000000002	236.0	131.0	60.0	2.1833299999999998	0.0	0.0	261.0	236.0	25.0	0.09578539999999999	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.3825399999999995e-05	1.1609200000000002e-05
GCA_009667885.1_ASM966788v1_genomic	42053	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722880	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Anoplura	Phthiraptera	?	1.9569999999999999	249.0	141.0	60.0	2.35	0.0	0.0	269.0	249.0	20.0	0.0743494	2.347e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.40366e-05	1.1820400000000001e-05
GCA_009670385.1_ASM967038v1_genomic	42052	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722879	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Rhadinopsylla li ventricosa	Siphonaptera	?	2.081	240.0	131.0	60.0	2.1833299999999998	1.0	0.0166667	259.0	240.0	19.0	0.0733591	4.694e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4294799999999994e-05	1.2078600000000002e-05
GCA_009667945.1_ASM966794v1_genomic	42051	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722878	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum	Siphonaptera	?	2.044	247.0	134.0	61.0	2.19672	1.0	0.016393400000000002	263.0	247.0	16.0	0.0608365	2.347e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.450629999999997e-05	1.2290100000000008e-05
GCA_009670415.1_ASM967041v1_genomic	42050	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722877	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum	Siphonaptera	?	1.896	250.0	136.0	60.0	2.26667	0.0	0.0	270.0	250.0	20.0	0.0740741	4.694e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4858499999999956e-05	1.2642300000000011e-05
GCA_009667985.1_ASM966798v1_genomic	42049	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722876	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Neopsylla mana Wagn	Siphonaptera	?	1.9480000000000002	250.0	137.0	59.0	2.32203	1.0	0.0169492	266.0	250.0	16.0	0.0601504	9.388e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.5233899999999966e-05	1.301770000000001e-05
GCA_009670395.1_ASM967039v1_genomic	42047	1984.0	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722875	KEEP: Assembly Modern	0	Asia	1984.0	37.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Flea	Siphonaptera	?	1.827	246.0	134.0	61.0	2.19672	1.0	0.016393400000000002	262.0	246.0	16.0	0.061068700000000004	4.694e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.490549999999995e-05	1.2689300000000012e-05
GCA_009670445.1_ASM967044v1_genomic	42046	1984.0	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722874	KEEP: Assembly Modern	0	Asia	1984.0	37.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Frontopsylla elatoides	Siphonaptera	?	2.0	246.0	137.0	60.0	2.28333	0.0	0.0	273.0	246.0	27.0	0.0989011	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.37784e-05	1.1562200000000001e-05
GCA_009670465.1_ASM967046v1_genomic	42045	1984.0	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722873	KEEP: Assembly Modern	0	Asia	1984.0	37.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	1.854	250.0	136.0	63.0	2.15873	0.0	0.0	270.0	250.0	20.0	0.0740741	2.347e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.434179999999999e-05	1.2125600000000003e-05
GCA_009670485.1_ASM967048v1_genomic	42044	1984.0	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722872	KEEP: Assembly Modern	0	Asia	1984.0	37.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.0	249.0	135.0	61.0	2.21311	0.0	0.0	273.0	249.0	24.0	0.0879121	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.429509999999997e-05	1.2078900000000009e-05
GCA_009670475.1_ASM967047v1_genomic	42043	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722871	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum	Siphonaptera	?	2.094	241.0	132.0	57.0	2.3157900000000002	6.0	0.10526300000000001	275.0	241.0	34.0	0.123636	4.694e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.39896e-05	1.17734e-05
GCA_009670515.1_ASM967051v1_genomic	42042	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722870	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Rhadinopsylla li ventricosa	Siphonaptera	?	2.079	249.0	138.0	62.0	2.22581	0.0	0.0	273.0	249.0	24.0	0.0879121	9.388e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.481119999999999e-05	1.2595000000000004e-05
GCA_009670545.1_ASM967054v1_genomic	42040	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722869	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Frontopsylla elatoides	Siphonaptera	?	1.946	245.0	132.0	59.0	2.2372900000000002	0.0	0.0	270.0	245.0	25.0	0.09259260000000001	0.0	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4154099999999984e-05	1.1937900000000005e-05
GCA_009670565.1_ASM967056v1_genomic	42039	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722868	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum	Siphonaptera	?	1.8619999999999999	244.0	131.0	59.0	2.22034	0.0	0.0	269.0	244.0	25.0	0.0929368	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.38019e-05	1.1585700000000002e-05
GCA_009670575.1_ASM967057v1_genomic	42038	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722867	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Flea	Siphonaptera	?	1.9240000000000002	243.0	138.0	57.0	2.42105	0.0	0.0	264.0	243.0	21.0	0.0795455	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4130599999999986e-05	1.1914400000000004e-05
GCA_009670625.1_ASM967062v1_genomic	42037	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722866	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.095	238.0	131.0	58.0	2.25862	0.0	0.0	258.0	238.0	20.0	0.0775194	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.417759999999998e-05	1.1961400000000005e-05
GCA_009670585.1_ASM967058v1_genomic	42034	1982.0	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722865	KEEP: Assembly Modern	0	Asia	1982.0	39.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.0	242.0	134.0	59.0	2.2711900000000003	0.0	0.0	259.0	242.0	17.0	0.0656371	2.347e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.448279999999997e-05	1.2266600000000007e-05
GCA_009670605.1_ASM967060v1_genomic	42033	1982.0	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722864	KEEP: Assembly Modern	0	Asia	1982.0	39.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.011	243.0	135.0	60.0	2.25	0.0	0.0	266.0	243.0	23.0	0.0864662	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.436559999999996e-05	1.2149400000000011e-05
GCA_009670665.1_ASM967066v1_genomic	42032	1981.0	-40	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722863	KEEP: Assembly Modern	0	Asia	1981.0	40.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.122	235.0	127.0	60.0	2.11667	0.0	0.0	252.0	235.0	17.0	0.0674603	4.694e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.485819999999998e-05	1.2642000000000004e-05
GCA_009670675.1_ASM967067v1_genomic	42029	1980.0	-41	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722862	KEEP: Assembly Modern	0	Asia	1980.0	41.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	1.9780000000000002	244.0	138.0	59.0	2.33898	0.0	0.0	266.0	244.0	22.0	0.0827068	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4224599999999975e-05	1.2008400000000007e-05
GCA_009670725.1_ASM967072v1_genomic	42028	1974.0	-47	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722861	KEEP: Assembly Modern	0	Asia	1974.0	47.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	1.933	238.0	132.0	59.0	2.2372900000000002	0.0	0.0	267.0	238.0	29.0	0.10861400000000002	2.347e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.434179999999999e-05	1.2125600000000003e-05
GCA_009670705.1_ASM967070v1_genomic	42027	1972.0	-49	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722860	KEEP: Assembly Modern	0	Asia	1972.0	49.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	1.966	238.0	131.0	60.0	2.1833299999999998	0.0	0.0	266.0	238.0	28.0	0.10526300000000001	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.417759999999998e-05	1.1961400000000005e-05
GCA_009670715.1_ASM967071v1_genomic	42022	1977.0	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722859	KEEP: Assembly Modern	0	Asia	1977.0	44.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.037	228.0	126.0	58.0	2.1724099999999997	0.0	0.0	256.0	228.0	28.0	0.109375	2.347e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.438879999999998e-05	1.2172600000000004e-05
GCA_009670775.1_ASM967077v1_genomic	42021	1977.0	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722858	KEEP: Assembly Modern	0	Asia	1977.0	44.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.0	235.0	133.0	56.0	2.375	0.0	0.0	259.0	235.0	24.0	0.09266410000000001	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4154099999999984e-05	1.1937900000000005e-05
GCA_009670765.1_ASM967076v1_genomic	42020	1977.0	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722857	KEEP: Assembly Modern	0	Asia	1977.0	44.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.0709999999999997	238.0	133.0	58.0	2.2931	0.0	0.0	266.0	238.0	28.0	0.10526300000000001	2.347e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.434179999999999e-05	1.2125600000000003e-05
GCA_009670785.1_ASM967078v1_genomic	42016	1976.0	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722856	KEEP: Assembly Modern	0	Asia	1976.0	45.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.0580000000000003	239.0	131.0	58.0	2.25862	1.0	0.0172414	253.0	239.0	14.0	0.055336	0.0	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.445959999999995e-05	1.2243400000000014e-05
GCA_009670835.1_ASM967083v1_genomic	42015	1976.0	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722855	KEEP: Assembly Modern	0	Asia	1976.0	45.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.072	233.0	131.0	56.0	2.33929	0.0	0.0	248.0	233.0	15.0	0.06048390000000001	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.434209999999996e-05	1.212590000000001e-05
GCA_009670815.1_ASM967081v1_genomic	42014	1972.0	-49	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722854	KEEP: Assembly Modern	0	Asia	1972.0	49.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.012	237.0	134.0	58.0	2.31034	0.0	0.0	263.0	237.0	26.0	0.09885930000000001	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4130599999999986e-05	1.1914400000000004e-05
GCA_009670865.1_ASM967086v1_genomic	42012	1971.0	-50	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722853	KEEP: Assembly Modern Placement	0	Asia	1971.0	50.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Marmota baibacina	Rodentia	?	2.081	241.0	133.0	60.0	2.21667	1.0	0.0166667	255.0	241.0	14.0	0.054902	2.35e-08	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.37784e-05	1.1562200000000001e-05
GCA_009670875.1_ASM967087v1_genomic	42010	1969.0	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722852	KEEP: Assembly Modern	0	Asia	1969.0	52.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.0	236.0	133.0	58.0	2.2931	0.0	0.0	263.0	236.0	27.0	0.10266199999999999	4.694e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4294799999999994e-05	1.2078600000000002e-05
GCA_009670895.1_ASM967089v1_genomic	42009	1969.0	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722851	KEEP: Assembly Modern	0	Asia	1969.0	52.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	1.989	242.0	136.0	60.0	2.26667	0.0	0.0	274.0	242.0	32.0	0.11678800000000002	4.694e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.443579999999998e-05	1.2219600000000006e-05
GCA_009670905.1_ASM967090v1_genomic	42008	1968.0	-53	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722850	KEEP: Assembly Modern	0	Asia	1968.0	53.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.024	232.0	131.0	56.0	2.33929	0.0	0.0	254.0	232.0	22.0	0.08661419999999999	2.347e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.417759999999998e-05	1.1961400000000005e-05
GCA_009670935.1_ASM967093v1_genomic	42005	1967.0	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722849	KEEP: Assembly Modern	0	Asia	1967.0	54.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	?	2.122	236.0	130.0	59.0	2.20339	1.0	0.0169492	251.0	236.0	15.0	0.059761	7.041e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.417730000000001e-05	1.19611e-05
GCA_009670995.1_ASM967099v1_genomic	42003	1967.0	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722848	KEEP: Assembly Modern	0	Asia	1967.0	54.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Marmota baibacina	Rodentia	?	2.011	240.0	135.0	58.0	2.3275900000000003	0.0	0.0	264.0	240.0	24.0	0.0909091	4.694e-07	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4529499999999994e-05	1.2313300000000001e-05
GCA_009296005.1_ASM929600v1_genomic	C-25	1953.0	-68	Russia	Chechnya	64.6863136	97.7453061	43.39761470000001	45.6985005	Medievalis	2.MED	2.MED1	SAMN12991209	KEEP: Assembly Modern	2	Europe	1953.0	68.0	0.0	43.39761470000001	45.6985005	Non-Human	Illumina MiSeq	?	Neopsylla setosa	Siphonaptera	PAIRED	1.739	218.0	116.0	49.0	2.36735	1.0	0.020408199999999998	256.0	218.0	38.0	0.14843800000000001	2.347e-07	#c5e88a	2.MED	POINT (45.6985005 43.39761470000001)	7.048570000000004e-05	6.876799999999999e-06
GCA_009363195.1_ASM936319v1_genomic	I-2638	1977.0	-44	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN12991207	KEEP: Assembly Modern	4	Europe	1977.0	44.0	0.0	51.4017149	93.8582593	Non-Human	Illumina MiSeq	?	Urocitellus undulatus	Rodentia	PAIRED	1.578	180.0	87.0	40.0	2.175	11.0	0.275	220.0	180.0	40.0	0.181818	5.201e-07	#68fcc1	4.ANT	POINT (93.8582593 51.4017149)	6.0915700000000004e-05	5.7797e-06
GCA_009295945.1_ASM929594v1_genomic	I-3113	1984.0	-37	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN12991206	KEEP: Assembly Modern	4	Europe	1984.0	37.0	0.0	51.4017149	93.8582593	Non-Human	Illumina MiSeq	?	Marmota sibirica	Rodentia	PAIRED	1.7180000000000002	162.0	80.0	37.0	2.1621599999999996	12.0	0.324324	185.0	162.0	23.0	0.124324	2.35e-08	#68fcc1	4.ANT	POINT (93.8582593 51.4017149)	5.79759e-05	2.8398999999999997e-06
GCA_008630485.1_ASM863048v1_genomic	C-742	1997.0	-24	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.44282860000001	43.4204809	Medievalis	2.MED	2.MED1	SAMN12721152	KEEP: Assembly Modern	2	Europe	1997.0	24.0	0.0	43.44282860000001	43.4204809	Non-Human	IonTorrent	Newbler v. 3.0	Microtus arvalis	Rodentia	?	1.6669999999999998	221.0	123.0	53.0	2.32075	0.0	0.0	226.0	221.0	5.0	0.022123900000000002	1.8776e-06	#c5e88a	2.MED	POINT (43.4204809 43.44282860000001)	7.506250000000007e-05	1.14536e-05
GCA_008630455.1_ASM863045v1_genomic	C-826	2011.0	-10	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN12721149	KEEP: Assembly Modern	0	Europe	2011.0	10.0	0.0	43.0883099	47.14988017944229	Non-Human	IonTorrent	Newbler v. 3.0	Microtus arvalis	Rodentia	?	1.784	584.0	319.0	134.0	2.3806	5.0	0.037313400000000004	589.0	584.0	5.0	0.00848896	6.926e-07	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	7.442540000000001e-05	7.219580000000001e-05
GCA_008630415.1_ASM863041v1_genomic	C-672	1988.0	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN12720423	KEEP: Assembly Modern	0	Europe	1988.0	33.0	0.0	43.0883099	47.14988017944229	Non-Human	IonTorrent	Newbler v. 3.0	Siphonaptera	Siphonaptera	?	1.7169999999999999	580.0	320.0	133.0	2.4060200000000003	3.0	0.0225564	583.0	580.0	3.0	0.0051458	2.3303e-06	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	7.60631e-05	7.38335e-05
GCA_008630395.1_ASM863039v1_genomic	C-528	1984.0	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Medievalis	2.MED	2.MED1	SAMN12715009	KEEP: Assembly Modern	2	Europe	1984.0	37.0	0.0	43.0883099	47.14988017944229	Non-Human	IonTorrent	Newbler v. 3.0	Gerbillinae	Rodentia	?	1.8719999999999999	222.0	122.0	52.0	2.34615	0.0	0.0	233.0	222.0	11.0	0.047210300000000004	1.8776e-06	#c5e88a	2.MED	POINT (47.14988017944229 43.0883099)	7.341960000000007e-05	9.8107e-06
GCA_008630575.1_ASM863057v1_genomic	C-527	1984.0	-37	Azerbaijan	Qazakh District	40.3936294	47.7872508	41.17390635	45.25441108731086	Medievalis	2.MED	2.MED1	SAMN12714845	KEEP: Assembly Modern	2	Asia	1984.0	37.0	0.0	41.17390635	45.25441108731086	Non-Human	IonTorrent	Newbler v. 3.0	Meriones libycus	Rodentia	?	1.625	219.0	120.0	55.0	2.18182	0.0	0.0	233.0	219.0	14.0	0.06008580000000001	4.694e-07	#c5e88a	2.MED	POINT (45.25441108731086 41.17390635)	7.250430000000007e-05	8.8954e-06
GCA_006546745.1_ASM654674v1_genomic	I-3269	1990.0	-31	Mongolia	Bayan-Ölgii	46.8250388	103.8499736	48.5470083	89.8549358	Ulegeica	0.PE	0.PE5	SAMN12138636	KEEP: Assembly Modern	0	Asia	1990.0	31.0	0.0	48.5470083	89.8549358	Non-Human	IonTorrent	Newbler v. 2,6	Ochotona pallasi	Lagomorpha	?	1.58	396.0	201.0	96.0	2.09375	0.0	0.0	415.0	396.0	19.0	0.04578309999999999	3.7553e-06	#5148fc	0.PE	POINT (89.85493580000001 48.5470083)	6.315269999999999e-05	6.09231e-05
GCA_006546725.1_ASM654672v1_genomic	I-3196	1986.0	-35	Mongolia	Govi-Altai	46.8250388	103.8499736	45.3463139	95.9325806	Ulegeica	0.PE	0.PE5	SAMN12138635	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	45.3463139	95.9325806	Non-Human	IonTorrent	Newbler v. 2,6	Ochotona pallasi	Lagomorpha	?	1.571	398.0	198.0	98.0	2.02041	2.0	0.020408199999999998	402.0	398.0	4.0	0.00995025	1.8776e-06	#5148fc	0.PE	POINT (95.93258059999999 45.3463139)	6.22139e-05	5.99843e-05
GCA_006546665.1_ASM654666v1_genomic	I-3193	1987.0	-34	Mongolia	Khovd	46.8250388	103.8499736	48.0552065	91.26731219782693	Ulegeica	0.PE	0.PE5	SAMN12138633	KEEP: Assembly Modern	0	Asia	1987.0	34.0	0.0	48.0552065	91.26731219782693	Non-Human	IonTorrent	Newbler v. 2,6	Ochotona pallasi	Lagomorpha	?	1.6159999999999999	404.0	201.0	100.0	2.01	3.0	0.03	427.0	404.0	23.0	0.053864199999999994	2.7434e-06	#5148fc	0.PE	POINT (91.26731219782693 48.0552065)	6.19712e-05	5.97416e-05
