sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	sequencing_technology	assembly_method	host_raw	host_order	population_color	population	geometry	root_rtt_dist	clade_rtt_dist	population_rtt_dist	tstv	cds_sites	ns_sites	ss_sites	ns_ss_ratio	other_var	other_var_ratio	homo_het_sites	homo_sites	het_sites	het_ratio	external_branch_length	variant_qc	tstv_outlier
GCA_009667935.1_ASM966793v1_genomic	42056	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722883	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.5315799999999956e-05	NA	1.2687699999999985e-05	1.956	244.0	135.0	60.0	2.25	0.0	0.0	274.0	244.0	30.0	0.10948900000000002	9.423e-07	pass	0.0
GCA_009670355.1_ASM967035v1_genomic	42055	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722882	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Frontopsylla elatoides	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4443399999999994e-05	NA	1.1815299999999998e-05	2.0469999999999997	235.0	134.0	58.0	2.31034	0.0	0.0	258.0	235.0	23.0	0.08914730000000001	7.067e-07	pass	0.0
GCA_009670325.1_ASM967032v1_genomic	42054	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722881	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.383109999999999e-05	NA	1.1202999999999996e-05	1.9880000000000002	236.0	131.0	60.0	2.1833299999999998	0.0	0.0	261.0	236.0	25.0	0.09578539999999999	2.36e-08	pass	0.0
GCA_009667885.1_ASM966788v1_genomic	42053	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722880	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Anoplura	Phthiraptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.404309999999999e-05	NA	1.1414999999999997e-05	1.9569999999999999	249.0	141.0	60.0	2.35	0.0	0.0	269.0	249.0	20.0	0.0743494	2.356e-07	pass	0.0
GCA_009670385.1_ASM967038v1_genomic	42052	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722879	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Rhadinopsylla li ventricosa	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4349399999999985e-05	NA	1.1721299999999994e-05	2.081	240.0	131.0	60.0	2.1833299999999998	1.0	0.0166667	259.0	240.0	19.0	0.0733591	4.711e-07	pass	0.0
GCA_009667945.1_ASM966794v1_genomic	42051	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722878	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4632699999999956e-05	NA	1.2004599999999985e-05	2.044	247.0	134.0	61.0	2.19672	1.0	0.016393400000000002	263.0	247.0	16.0	0.0608365	2.356e-07	pass	0.0
GCA_009670415.1_ASM967041v1_genomic	42050	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722877	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4797399999999964e-05	NA	1.2169299999999987e-05	1.896	250.0	136.0	60.0	2.26667	0.0	0.0	270.0	250.0	20.0	0.0740741	4.711e-07	pass	0.0
GCA_009667985.1_ASM966798v1_genomic	42049	1986.0	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722876	KEEP: Assembly Modern	0	Asia	1986.0	35.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Neopsylla mana Wagn	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.519779999999997e-05	NA	1.2569699999999989e-05	1.9480000000000002	250.0	137.0	59.0	2.32203	1.0	0.0169492	266.0	250.0	16.0	0.0601504	9.423e-07	pass	0.0
GCA_009670395.1_ASM967039v1_genomic	42047	1984.0	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722875	KEEP: Assembly Modern	0	Asia	1984.0	37.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Flea	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.475019999999997e-05	NA	1.2122099999999989e-05	1.827	246.0	134.0	61.0	2.19672	1.0	0.016393400000000002	262.0	246.0	16.0	0.061068700000000004	4.711e-07	pass	0.0
GCA_009670445.1_ASM967044v1_genomic	42046	1984.0	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722874	KEEP: Assembly Modern	0	Asia	1984.0	37.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Frontopsylla elatoides	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.3760299999999994e-05	NA	1.1132199999999998e-05	2.0	246.0	137.0	60.0	2.28333	0.0	0.0	273.0	246.0	27.0	0.0989011	2.36e-08	pass	0.0
GCA_009670465.1_ASM967046v1_genomic	42045	1984.0	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722873	KEEP: Assembly Modern	0	Asia	1984.0	37.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.437309999999998e-05	NA	1.1744999999999993e-05	1.854	250.0	136.0	63.0	2.15873	0.0	0.0	270.0	250.0	20.0	0.0740741	2.356e-07	pass	0.0
GCA_009670485.1_ASM967048v1_genomic	42044	1984.0	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722872	KEEP: Assembly Modern	0	Asia	1984.0	37.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4113899999999983e-05	NA	1.1485799999999994e-05	2.0	249.0	135.0	61.0	2.21311	0.0	0.0	273.0	249.0	24.0	0.0879121	2.36e-08	pass	0.0
GCA_009670475.1_ASM967047v1_genomic	42043	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722871	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.39722e-05	NA	1.1344099999999999e-05	2.094	241.0	132.0	57.0	2.3157900000000002	6.0	0.10526300000000001	275.0	241.0	34.0	0.123636	4.711e-07	pass	0.0
GCA_009670515.1_ASM967051v1_genomic	42042	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722870	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Rhadinopsylla li ventricosa	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4678999999999996e-05	NA	1.2050899999999998e-05	2.079	249.0	138.0	62.0	2.22581	0.0	0.0	273.0	249.0	24.0	0.0879121	9.423e-07	pass	0.0
GCA_009670545.1_ASM967054v1_genomic	42040	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722869	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Frontopsylla elatoides	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4184699999999976e-05	NA	1.1556599999999992e-05	1.946	245.0	132.0	59.0	2.2372900000000002	0.0	0.0	270.0	245.0	25.0	0.09259260000000001	0.0	pass	0.0
GCA_009670565.1_ASM967056v1_genomic	42039	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722868	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellophilus tesquorum	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.378389999999999e-05	NA	1.1155799999999997e-05	1.8619999999999999	244.0	131.0	59.0	2.22034	0.0	0.0	269.0	244.0	25.0	0.0929368	2.36e-08	pass	0.0
GCA_009670575.1_ASM967057v1_genomic	42038	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722867	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Flea	Siphonaptera	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.413749999999998e-05	NA	1.1509399999999994e-05	1.9240000000000002	243.0	138.0	57.0	2.42105	0.0	0.0	264.0	243.0	21.0	0.0795455	2.36e-08	pass	0.0
GCA_009670625.1_ASM967062v1_genomic	42037	1983.0	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722866	KEEP: Assembly Modern	0	Asia	1983.0	38.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.413749999999998e-05	NA	1.1509399999999994e-05	2.095	238.0	131.0	58.0	2.25862	0.0	0.0	258.0	238.0	20.0	0.0775194	2.36e-08	pass	0.0
GCA_009670585.1_ASM967058v1_genomic	42034	1982.0	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722865	KEEP: Assembly Modern	0	Asia	1982.0	39.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.465629999999995e-05	NA	1.2028199999999984e-05	2.0	242.0	134.0	59.0	2.2711900000000003	0.0	0.0	259.0	242.0	17.0	0.0656371	2.356e-07	pass	0.0
GCA_009670605.1_ASM967060v1_genomic	42033	1982.0	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722864	KEEP: Assembly Modern	0	Asia	1982.0	39.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.442069999999995e-05	NA	1.1792599999999984e-05	2.011	243.0	135.0	60.0	2.25	0.0	0.0	266.0	243.0	23.0	0.0864662	2.36e-08	pass	0.0
GCA_009670665.1_ASM967066v1_genomic	42032	1981.0	-40	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722863	KEEP: Assembly Modern	0	Asia	1981.0	40.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.489129999999998e-05	NA	1.2263199999999991e-05	2.122	235.0	127.0	60.0	2.11667	0.0	0.0	252.0	235.0	17.0	0.0674603	4.711e-07	pass	0.0
GCA_009670675.1_ASM967067v1_genomic	42029	1980.0	-41	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722862	KEEP: Assembly Modern	0	Asia	1980.0	41.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.444429999999995e-05	NA	1.1816199999999984e-05	1.9780000000000002	244.0	138.0	59.0	2.33898	0.0	0.0	266.0	244.0	22.0	0.0827068	2.36e-08	pass	0.0
GCA_009670725.1_ASM967072v1_genomic	42028	1974.0	-47	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722861	KEEP: Assembly Modern	0	Asia	1974.0	47.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.427869999999999e-05	NA	1.1650599999999997e-05	1.933	238.0	132.0	59.0	2.2372900000000002	0.0	0.0	267.0	238.0	29.0	0.10861400000000002	2.356e-07	pass	0.0
GCA_009670705.1_ASM967070v1_genomic	42027	1972.0	-49	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722860	KEEP: Assembly Modern	0	Asia	1972.0	49.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.413749999999998e-05	NA	1.1509399999999994e-05	1.966	238.0	131.0	60.0	2.1833299999999998	0.0	0.0	266.0	238.0	28.0	0.10526300000000001	2.36e-08	pass	0.0
GCA_009670715.1_ASM967071v1_genomic	42022	1977.0	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722859	KEEP: Assembly Modern	0	Asia	1977.0	44.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4349499999999985e-05	NA	1.1721399999999994e-05	2.037	228.0	126.0	58.0	2.1724099999999997	0.0	0.0	256.0	228.0	28.0	0.109375	2.356e-07	pass	0.0
GCA_009670775.1_ASM967077v1_genomic	42021	1977.0	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722858	KEEP: Assembly Modern	0	Asia	1977.0	44.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.413749999999998e-05	NA	1.1509399999999994e-05	2.0	235.0	133.0	56.0	2.375	0.0	0.0	259.0	235.0	24.0	0.09266410000000001	2.36e-08	pass	0.0
GCA_009670765.1_ASM967076v1_genomic	42020	1977.0	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722857	KEEP: Assembly Modern	0	Asia	1977.0	44.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.449109999999997e-05	NA	1.186299999999999e-05	2.0709999999999997	238.0	133.0	58.0	2.2931	0.0	0.0	266.0	238.0	28.0	0.10526300000000001	2.356e-07	pass	0.0
GCA_009670785.1_ASM967078v1_genomic	42016	1976.0	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722856	KEEP: Assembly Modern	0	Asia	1976.0	45.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.444429999999995e-05	NA	1.1816199999999984e-05	2.0580000000000003	239.0	131.0	58.0	2.25862	1.0	0.0172414	253.0	239.0	14.0	0.055336	2.36e-08	pass	0.0
GCA_009670835.1_ASM967083v1_genomic	42015	1976.0	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722855	KEEP: Assembly Modern	0	Asia	1976.0	45.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.423189999999997e-05	NA	1.160379999999999e-05	2.072	233.0	131.0	56.0	2.33929	0.0	0.0	248.0	233.0	15.0	0.06048390000000001	2.36e-08	pass	0.0
GCA_009670815.1_ASM967081v1_genomic	42014	1972.0	-49	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722854	KEEP: Assembly Modern	0	Asia	1972.0	49.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.406669999999999e-05	NA	1.1438599999999996e-05	2.012	237.0	134.0	58.0	2.31034	0.0	0.0	263.0	237.0	26.0	0.09885930000000001	2.36e-08	pass	0.0
GCA_009670865.1_ASM967086v1_genomic	42012	1971.0	-50	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722853	KEEP: Assembly Modern Placement	0	Asia	1971.0	50.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Marmota baibacina	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.378389999999999e-05	NA	1.1155799999999997e-05	2.081	241.0	133.0	60.0	2.21667	1.0	0.0166667	255.0	241.0	14.0	0.054902	2.36e-08	pass	0.0
GCA_009670875.1_ASM967087v1_genomic	42010	1969.0	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722852	KEEP: Assembly Modern	0	Asia	1969.0	52.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4349399999999985e-05	NA	1.1721299999999994e-05	2.0	236.0	133.0	58.0	2.2931	0.0	0.0	263.0	236.0	27.0	0.10266199999999999	4.711e-07	pass	0.0
GCA_009670895.1_ASM967089v1_genomic	42009	1969.0	-52	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722851	KEEP: Assembly Modern	0	Asia	1969.0	52.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.432579999999999e-05	NA	1.1697699999999995e-05	1.989	242.0	136.0	60.0	2.26667	0.0	0.0	274.0	242.0	32.0	0.11678800000000002	4.711e-07	pass	0.0
GCA_009670905.1_ASM967090v1_genomic	42008	1968.0	-53	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722850	KEEP: Assembly Modern	0	Asia	1968.0	53.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.4184699999999976e-05	NA	1.1556599999999992e-05	2.024	232.0	131.0	56.0	2.33929	0.0	0.0	254.0	232.0	22.0	0.08661419999999999	2.356e-07	pass	0.0
GCA_009670935.1_ASM967093v1_genomic	42005	1967.0	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722849	KEEP: Assembly Modern	0	Asia	1967.0	54.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Citellus undulatus	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.41606e-05	NA	1.15325e-05	2.122	236.0	130.0	59.0	2.20339	1.0	0.0169492	251.0	236.0	15.0	0.059761	7.067e-07	pass	0.0
GCA_009670995.1_ASM967099v1_genomic	42003	1967.0	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722848	KEEP: Assembly Modern	0	Asia	1967.0	54.0	0.0	42.4804953	85.4633464	Non-Human	Illumina Hiseq 2000	SOAPdenovo v. 2.04	Marmota baibacina	Rodentia	#238af5	0.ANT	POINT (85.46334640000001 42.4804953)	5.456139999999999e-05	NA	1.1933299999999995e-05	2.011	240.0	135.0	58.0	2.3275900000000003	0.0	0.0	264.0	240.0	24.0	0.0909091	4.711e-07	pass	0.0
GCA_009296005.1_ASM929600v1_genomic	C-25	1953.0	-68	Russia	Chechnya	64.6863136	97.7453061	43.39761470000001	45.6985005	Medievalis	2.MED	2.MED1	SAMN12991209	KEEP: Assembly Modern	2	Europe	1953.0	68.0	0.0	43.39761470000001	45.6985005	Non-Human	Illumina MiSeq	NA	Neopsylla setosa	Siphonaptera	#c5e88a	2.MED	POINT (45.6985005 43.39761470000001)	7.147199999999997e-05	NA	8.080099999999999e-06	1.739	218.0	116.0	49.0	2.36735	1.0	0.020408199999999998	256.0	218.0	38.0	0.14843800000000001	2.356e-07	pass	0.0
GCA_009363195.1_ASM936319v1_genomic	I-2638	1977.0	-44	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN12991207	KEEP: Assembly Modern	4	Europe	1977.0	44.0	0.0	51.4017149	93.8582593	Non-Human	Illumina MiSeq	NA	Urocitellus undulatus	Rodentia	#68fcc1	4.ANT	POINT (93.8582593 51.4017149)	6.19106e-05	NA	5.844699999999999e-06	1.578	180.0	87.0	40.0	2.175	11.0	0.275	220.0	180.0	40.0	0.181818	5.202e-07	fail	0.0
GCA_009295945.1_ASM929594v1_genomic	I-3113	1984.0	-37	Russia	Tuva Republic	64.6863136	97.7453061	51.4017149	93.8582593	Antiqua	4.ANT	4.ANT1	SAMN12991206	KEEP: Assembly Modern	4	Europe	1984.0	37.0	0.0	51.4017149	93.8582593	Non-Human	Illumina MiSeq	NA	Marmota sibirica	Rodentia	#68fcc1	4.ANT	POINT (93.8582593 51.4017149)	5.959939999999999e-05	NA	3.5335e-06	1.7180000000000002	162.0	80.0	37.0	2.1621599999999996	12.0	0.324324	185.0	162.0	23.0	0.124324	7.067e-07	fail	0.0
GCA_008630485.1_ASM863048v1_genomic	C-742	1997.0	-24	Russia	Kabardino-Balkaria	64.6863136	97.7453061	43.44282860000001	43.4204809	Medievalis	2.MED	2.MED1	SAMN12721152	KEEP: Assembly Modern	2	Europe	1997.0	24.0	0.0	43.44282860000001	43.4204809	Non-Human	IonTorrent	Newbler v. 3.0	Microtus arvalis	Rodentia	#c5e88a	2.MED	POINT (43.4204809 43.44282860000001)	7.539729999999994e-05	NA	1.2005399999999995e-05	1.6669999999999998	221.0	123.0	53.0	2.32075	0.0	0.0	226.0	221.0	5.0	0.022123900000000002	1.4134e-06	pass	0.0
GCA_008630455.1_ASM863045v1_genomic	C-826	2011.0	-10	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN12721149	KEEP: Assembly Modern	0	Europe	2011.0	10.0	0.0	43.0883099	47.14988017944229	Non-Human	IonTorrent	Newbler v. 3.0	Microtus arvalis	Rodentia	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	7.568669999999999e-05	NA	7.345619999999998e-05	1.784	584.0	319.0	134.0	2.3806	5.0	0.037313400000000004	589.0	584.0	5.0	0.00848896	7.067e-07	pass	0.0
GCA_008630435.1_ASM863043v1_genomic	C-719	1996.0	-25	Russia	Karachay-Cherkessia	64.6863136	97.7453061	43.7368326	41.7267991	Medievalis	2.MED	2.MED0	SAMN12721146	KEEP: Assembly Modern Placement	2	Europe	1996.0	25.0	0.0	43.7368326	41.7267991	Non-Human	IonTorrent	Newbler v. 3.0	Siphonaptera	Siphonaptera	#c5e88a	2.MED	POINT (41.7267991 43.7368326)	8.77894e-05	NA	2.4397499999999998e-05	1.9280000000000002	281.0	156.0	71.0	2.19718	0.0	0.0	299.0	281.0	18.0	0.060200699999999996	1.4766e-05	pass	1.0
GCA_008630415.1_ASM863041v1_genomic	C-672	1988.0	-33	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Caucasica	0.PE	0.PE2	SAMN12720423	KEEP: Assembly Modern	0	Europe	1988.0	33.0	0.0	43.0883099	47.14988017944229	Non-Human	IonTorrent	Newbler v. 3.0	Siphonaptera	Siphonaptera	#5148fc	0.PE	POINT (47.14988017944229 43.0883099)	7.7312e-05	NA	7.508149999999999e-05	1.7169999999999999	580.0	320.0	133.0	2.4060200000000003	3.0	0.0225564	583.0	580.0	3.0	0.0051458	2.3556e-06	pass	0.0
GCA_008630395.1_ASM863039v1_genomic	C-528	1984.0	-37	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944229	Medievalis	2.MED	2.MED1	SAMN12715009	KEEP: Assembly Modern	2	Europe	1984.0	37.0	0.0	43.0883099	47.14988017944229	Non-Human	IonTorrent	Newbler v. 3.0	Gerbillinae	Rodentia	#c5e88a	2.MED	POINT (47.14988017944229 43.0883099)	7.445499999999995e-05	NA	1.1063099999999996e-05	1.8719999999999999	222.0	122.0	52.0	2.34615	0.0	0.0	233.0	222.0	11.0	0.047210300000000004	1.8845e-06	pass	0.0
